sz,time
10000,0.070852755746075
20000,0.149622838291764
30000,0.309235405737158
40000,0.455621110606141
50000,0.584631967633231
60000,0.684951779947063
70000,0.736682375804653
80000,0.824761676317033
90000,1.12435817500505
100000,1.25987509023988
