sz,time
10000,0.083075019306631
20000,0.189692359767838
30000,0.34590834644898
40000,0.468920783962001
50000,0.533800702604733
60000,0.659903353157386
70000,0.746191249575735
80000,0.809428845685577
90000,1.01969521151052
100000,1.224703987479
